"dataset" "subject_id" "activity" "tBodyAcc.mean.X" "tBodyAcc.mean.Y" "tBodyAcc.mean.Z" "tBodyAcc.std.X" "tBodyAcc.std.Y" "tBodyAcc.std.Z" "tGravityAcc.mean.X" "tGravityAcc.mean.Y" "tGravityAcc.mean.Z" "tGravityAcc.std.X" "tGravityAcc.std.Y" "tGravityAcc.std.Z" "tBodyAccJerk.mean.X" "tBodyAccJerk.mean.Y" "tBodyAccJerk.mean.Z" "tBodyAccJerk.std.X" "tBodyAccJerk.std.Y" "tBodyAccJerk.std.Z" "tBodyGyro.mean.X" "tBodyGyro.mean.Y" "tBodyGyro.mean.Z" "tBodyGyro.std.X" "tBodyGyro.std.Y" "tBodyGyro.std.Z" "tBodyGyroJerk.mean.X" "tBodyGyroJerk.mean.Y" "tBodyGyroJerk.mean.Z" "tBodyGyroJerk.std.X" "tBodyGyroJerk.std.Y" "tBodyGyroJerk.std.Z" "tBodyAccMag.mean" "tBodyAccMag.std" "tGravityAccMag.mean" "tGravityAccMag.std" "tBodyAccJerkMag.mean" "tBodyAccJerkMag.std" "tBodyGyroMag.mean" "tBodyGyroMag.std" "tBodyGyroJerkMag.mean" "tBodyGyroJerkMag.std" "fBodyAcc.mean.X" "fBodyAcc.mean.Y" "fBodyAcc.mean.Z" "fBodyAcc.std.X" "fBodyAcc.std.Y" "fBodyAcc.std.Z" "fBodyAccJerk.mean.X" "fBodyAccJerk.mean.Y" "fBodyAccJerk.mean.Z" "fBodyAccJerk.std.X" "fBodyAccJerk.std.Y" "fBodyAccJerk.std.Z" "fBodyGyro.mean.X" "fBodyGyro.mean.Y" "fBodyGyro.mean.Z" "fBodyGyro.std.X" "fBodyGyro.std.Y" "fBodyGyro.std.Z" "fBodyAccMag.mean" "fBodyAccMag.std" "fBodyAccJerkMag.mean" "fBodyAccJerkMag.std" "fBodyGyroMag.mean" "fBodyGyroMag.std" "fBodyGyroJerkMag.mean" "fBodyGyroJerkMag.std"
"train_set" 6 "WALKING_DOWNSTAIRS" 0.42072489 -0.052335556 -0.10679066 0.39680491 0.32429987 -0.55512633 0.94934078 -0.20515883 -0.020982222 -0.95931022 -0.93548107 -0.97802534 -0.58211946 0.26316737 0.060083768 0.097198195 -0.014870598 -0.65211213 -0.041480359 -0.067937749 0.11153453 0.059856023 -0.36898921 -0.16678009 0.13102308 0.10256558 0.18890418 -0.11556574 -0.42508272 -0.13286968 0.3275371 0.28929911 0.3275371 0.28929911 -0.01811204 -0.17258474 0.025884751 -0.053337093 -0.30126324 -0.35616132 0.41796086 0.15177498 -0.54293845 0.38837466 0.32501602 -0.59868425 0.105692 -0.09980464 -0.6166064 -0.013897433 0.013261505 -0.68592632 0.21726603 -0.27035749 0.085591074 0.0071534197 -0.44306975 -0.34500077 0.1514879 0.15946709 -0.066186787 -0.32519916 -0.14636793 -0.15192708 -0.37049215 -0.38284961
"train_set" 3 "SITTING" 0.27732739 0.019990398 -0.15202442 -0.97863024 -0.86290347 -0.89401078 0.96122816 0.043313591 0.10879327 -0.9661114 -0.91098128 -0.86115559 0.069789565 0.04112692 0.052968377 -0.98094726 -0.96695456 -0.98790961 -0.098682023 0.084186184 -0.16116907 -0.96500116 -0.9608193 -0.88935568 -0.078079522 -0.036053969 0.00014565083 -0.98063553 -0.98897641 -0.98449913 -0.90253737 -0.90584744 -0.90253737 -0.90584744 -0.97906311 -0.98428767 -0.84297543 -0.89481309 -0.98622524 -0.98942423 -0.97738905 -0.91486658 -0.93341059 -0.97900796 -0.84895705 -0.88230207 -0.97966465 -0.96662717 -0.98497232 -0.9843517 -0.96977219 -0.9896162 -0.95948438 -0.97377812 -0.91163564 -0.96672752 -0.95459429 -0.89274887 -0.93569546 -0.9053508 -0.98166485 -0.98737816 -0.93706683 -0.8889294 -0.98931823 -0.98991025
"train_set" 15 "SITTING" 0.2753485 -0.015142758 -0.11197227 -0.99605822 -0.98509561 -0.98430126 0.9701877 0.029022986 0.05990718 -0.997886 -0.99244695 -0.97792373 0.069798365 0.02552 0.0085042702 -0.99258745 -0.98613281 -0.99208414 -0.024390438 -0.072172108 0.087231623 -0.99651871 -0.99156662 -0.99367685 -0.096697072 -0.047827231 -0.058593901 -0.99640731 -0.99594549 -0.99448617 -0.99150771 -0.99198331 -0.99150771 -0.99198331 -0.9917065 -0.99330744 -0.99365809 -0.9935576 -0.99657063 -0.99693989 -0.994305 -0.98302177 -0.98987583 -0.99701315 -0.98614925 -0.98133367 -0.99203244 -0.98547876 -0.99187888 -0.9939911 -0.98803746 -0.99064168 -0.99551169 -0.99113231 -0.99337306 -0.99679171 -0.9918283 -0.99425596 -0.99233831 -0.99198431 -0.99333231 -0.99177691 -0.99363871 -0.99446427 -0.99655339 -0.99745664
"train_set" 5 "SITTING" 0.27549067 -0.011908053 -0.11017246 -0.99371355 -0.98010435 -0.97649448 0.97784602 -0.065345399 -0.014639737 -0.99723263 -0.98574398 -0.98956843 0.073579126 0.0060895572 0.0061982823 -0.9880462 -0.97975355 -0.99324512 -0.026990757 -0.074867574 0.083117686 -0.99307126 -0.98786966 -0.98940253 -0.098431616 -0.039213198 -0.05090409 -0.98567787 -0.99350446 -0.98777296 -0.9854657 -0.98998704 -0.9854657 -0.98998704 -0.98854808 -0.99068423 -0.9902099 -0.98931406 -0.99152858 -0.9911789 -0.99110649 -0.97747812 -0.9862236 -0.99510541 -0.98180789 -0.97209748 -0.98813066 -0.97930405 -0.98986314 -0.9890049 -0.98181815 -0.99589275 -0.9906872 -0.99042271 -0.98580076 -0.99379248 -0.98641369 -0.99186201 -0.98939868 -0.99098703 -0.98969147 -0.99090596 -0.98939949 -0.99094942 -0.9916286 -0.99072022
"train_set" 1 "WALKING" 0.30699599 -0.01378698 -0.18016197 -0.23902985 0.072865343 -0.24720444 0.94193674 -0.25575938 -0.026832917 -0.98783704 -0.993833 -0.95108339 0.46707036 -0.37921519 -0.12680689 -0.10057023 -0.033826936 -0.54400891 -0.019691717 -0.16320524 0.099528543 -0.49171175 -0.065042631 -0.31606302 -0.14267476 0.39578343 -0.21212991 -0.24170042 -0.35470816 -0.39392242 -0.10480876 -0.25305003 -0.10480876 -0.25305003 -0.15146378 -0.16172564 -0.16295412 -0.25447801 -0.31433045 -0.41836589 -0.1707477 0.01859811 -0.35554991 -0.2675901 0.0333544 -0.24801824 -0.17595284 -0.13843892 -0.49953681 -0.10160387 0.016051207 -0.58656564 -0.39788691 -0.04088927 -0.25003562 -0.52210762 -0.08680965 -0.4016197 -0.15167709 -0.4324654 -0.11944835 -0.22363449 -0.30220288 -0.3493227 -0.41761345 -0.46060184
"train_set" 19 "WALKING_UPSTAIRS" 0.19410573 -0.036201605 -0.23320297 -0.16990517 0.2401064 -0.15259253 0.87083404 -0.35211222 -0.21974896 -0.8621162 -0.84302075 -0.66953358 -0.00075971551 0.51018353 0.35165964 -0.11685253 0.034166516 -0.3337123 -0.065852891 -0.18729585 -0.16367306 -0.46363524 -0.22873294 -0.084309194 0.018440771 -0.20518961 -0.37826332 -0.31861221 -0.38323447 -0.32958877 -0.0080424264 -0.11191226 -0.0080424264 -0.11191226 -0.05789396 -0.1698549 -0.16427841 -0.34833101 -0.32335027 -0.49227185 -0.14968153 0.23953369 -0.16344647 -0.17797303 0.16183735 -0.21481705 -0.11102593 -0.016347458 -0.29649682 -0.20503181 0.020642636 -0.36769698 -0.26594528 -0.20259421 -0.0045123449 -0.52733044 -0.25080595 -0.19570931 0.027322184 -0.33962314 -0.087010265 -0.29545553 -0.32822982 -0.47929128 -0.4609479 -0.57304413
"train_set" 23 "WALKING_UPSTAIRS" 0.2492503 -0.057538657 -0.20743806 -0.31680318 -0.00098922597 0.032755969 0.83314576 -0.23338356 -0.36211762 -0.93837406 -0.91542588 -0.85985559 -0.1397786 -0.12117055 0.20882688 -0.23121466 -0.25775009 -0.39062667 -0.16710134 0.042916731 0.25166923 -0.61059129 -0.37815978 -0.089867408 -0.15754194 0.24944293 -0.058153243 -0.54534865 -0.46007633 -0.54071519 -0.073951045 -0.37311763 -0.073951045 -0.37311763 -0.22999677 -0.25940736 -0.2767757 -0.50007503 -0.49927227 -0.49032118 -0.23325968 -0.063461797 -0.083012419 -0.352596 -0.031812954 0.014470736 -0.18501136 -0.21192389 -0.31632029 -0.3608038 -0.37595194 -0.464604 -0.4731126 -0.34617228 -0.19678279 -0.65469208 -0.40314913 -0.14061247 -0.23790634 -0.56218371 -0.14328393 -0.44543378 -0.47555229 -0.60824405 -0.48364103 -0.53573613
"train_set" 28 "LAYING" 0.27228419 -0.0096284232 -0.11431473 -0.97822611 -0.95606287 -0.96328583 -0.65531637 -0.43348823 -0.92257534 -0.98996138 -0.99382666 -0.99423202 0.071844695 0.026559361 -0.0045857991 -0.98647011 -0.98773081 -0.978459 -0.036800018 -0.081044001 0.081529614 -0.91532334 -0.95484921 -0.96312781 -0.087913945 -0.048278245 -0.052279265 -0.93422233 -0.98021742 -0.97614358 -0.97679547 -0.95020005 -0.97679547 -0.95020005 -0.98452964 -0.98199401 -0.95437952 -0.86854337 -0.97709003 -0.95061839 -0.97968902 -0.96966869 -0.96637967 -0.97744712 -0.9516038 -0.96340295 -0.98524236 -0.9863984 -0.97451186 -0.9893419 -0.99056746 -0.98112446 -0.9048261 -0.96079919 -0.95990078 -0.91885975 -0.95168919 -0.96750364 -0.96111339 -0.95103649 -0.98340426 -0.97850929 -0.90693966 -0.8675553 -0.95527382 -0.94786541
"train_set" 22 "STANDING" 0.2793297 -0.0085629295 -0.1015372 -0.98594685 -0.89776061 -0.94189192 0.95039754 -0.25308518 -0.022465325 -0.99683334 -0.98284955 -0.97490992 0.084311825 0.0063974301 0.0033969609 -0.97319679 -0.92877854 -0.98149681 -0.035546717 -0.067232496 0.095608204 -0.87899228 -0.95247064 -0.93099315 -0.17213433 -0.03997391 -0.049744657 -0.92911369 -0.98827309 -0.97245784 -0.94791429 -0.94968849 -0.94791429 -0.94968849 -0.96256144 -0.96067307 -0.89793578 -0.89007868 -0.96992743 -0.96020993 -0.98002463 -0.90242056 -0.96106982 -0.98912637 -0.90074496 -0.93558745 -0.97267056 -0.92567812 -0.97646888 -0.97627566 -0.93819367 -0.98571109 -0.85917876 -0.96982456 -0.94197262 -0.8854193 -0.94438982 -0.93376045 -0.9482411 -0.95727119 -0.96298619 -0.95622153 -0.90028986 -0.90164877 -0.96012507 -0.96273811
"train_set" 25 "WALKING" 0.22709867 -0.035455906 -0.084809536 -0.62235038 -0.15841223 -0.5100999 0.96288802 -0.14722962 0.080507718 -0.98235874 -0.98176689 -0.97129473 0.086513864 0.3649719 0.22498948 -0.65986341 -0.41292319 -0.73235952 0.024455158 -0.085272332 0.12460674 -0.38662026 -0.61272812 -0.65210806 0.16189157 -0.24812657 -0.040478133 -0.54468451 -0.82478282 -0.69900293 -0.44534981 -0.53942112 -0.44534981 -0.53942112 -0.58610197 -0.59298621 -0.41043818 -0.48378716 -0.70736343 -0.78672203 -0.62848607 -0.19430751 -0.56396094 -0.61981629 -0.19252457 -0.5185981 -0.65393414 -0.44977332 -0.68926629 -0.69825963 -0.41117348 -0.77631122 -0.31173064 -0.66711474 -0.64968616 -0.41264071 -0.58521683 -0.68456944 -0.55581745 -0.60134617 -0.58906998 -0.59881677 -0.55458002 -0.52459036 -0.78819452 -0.79947976
"train_set" 16 "WALKING" 0.23814735 -0.01212192 -0.1324343 -0.37779049 -0.37936852 -0.056556438 0.9508667 0.084024911 -0.16643557 -0.98095252 -0.98710851 -0.9846644 -0.13181688 0.064137579 0.4919135 -0.35088513 -0.49153505 -0.44131823 -0.0035352238 -0.050793102 0.059407625 -0.62608079 -0.560843 -0.38098727 -0.11280039 -0.0049459032 -0.21951559 -0.6834328 -0.70228054 -0.6072474 -0.2173672 -0.49363969 -0.2173672 -0.49363969 -0.35763587 -0.39296528 -0.45338399 -0.68901645 -0.66675601 -0.74474689 -0.33350628 -0.3681497 -0.17501398 -0.39604546 -0.42434182 -0.066587196 -0.39240608 -0.46130491 -0.38475049 -0.36458399 -0.57065168 -0.49598509 -0.5973213 -0.59587356 -0.45926461 -0.6374979 -0.54353719 -0.41384459 -0.43466083 -0.60821227 -0.36094656 -0.43997504 -0.69534926 -0.73832064 -0.73337941 -0.77908822
"test_set" 13 "WALKING_UPSTAIRS" 0.38450181 -0.015011829 -0.15500457 -0.37752898 -0.11329999 -0.18797177 0.80506268 -0.32253573 -0.39026075 -0.96649571 -0.9421117 -0.92114155 0.019019806 -0.06511691 -0.40643342 -0.55401102 -0.55012977 -0.68371472 -0.2877776 0.023437012 0.24171005 -0.69909181 -0.3851276 -0.2800288 0.05717489 0.097173847 -0.11448788 -0.70697512 -0.59168025 -0.71641573 -0.21782299 -0.36716075 -0.21782299 -0.36716075 -0.57828776 -0.53657216 -0.33879162 -0.47728708 -0.63814441 -0.62903996 -0.4783374 -0.33177406 -0.35882762 -0.34185338 -0.07075023 -0.16359191 -0.55956849 -0.57546533 -0.6745212 -0.58844699 -0.55205622 -0.69066548 -0.62235871 -0.46990345 -0.47911005 -0.72340083 -0.34237587 -0.29158441 -0.4101469 -0.44214385 -0.54407721 -0.52806104 -0.50946371 -0.54479253 -0.61615415 -0.67344019
"test_set" 18 "SITTING" 0.27874948 -0.012390805 -0.10798286 -0.9967654 -0.98853265 -0.99190774 0.97622761 -0.075802069 -0.040255437 -0.99926176 -0.99280359 -0.99286577 0.075004022 0.014720763 0.001497499 -0.99321727 -0.98757571 -0.99392821 -0.028219963 -0.072571022 0.08175701 -0.99789694 -0.99166941 -0.99479097 -0.098313112 -0.038994745 -0.053880134 -0.99680956 -0.99676573 -0.99461715 -0.99407126 -0.99625819 -0.99407126 -0.99625819 -0.99326871 -0.99433275 -0.99490721 -0.99368907 -0.99700255 -0.99790536 -0.99554016 -0.98624737 -0.99323923 -0.9974022 -0.98952327 -0.99074667 -0.99362774 -0.9862345 -0.99317183 -0.99330201 -0.99044217 -0.99311866 -0.99701719 -0.99327924 -0.99426942 -0.99816566 -0.9906882 -0.99537843 -0.99593668 -0.99623635 -0.99351103 -0.99408671 -0.99457448 -0.99390988 -0.99795304 -0.99759218
"train_set" 5 "WALKING_DOWNSTAIRS" 0.074787876 -0.026592228 -0.10057134 0.20147793 0.11969155 -0.43397248 0.95083314 -0.10488763 0.040835978 -0.92074151 -0.91804706 -0.9674581 0.46960703 -0.20970395 -0.041684344 0.015163849 0.141391 -0.62576388 -0.21100876 -0.088868815 0.045970809 -0.373011 -0.50754519 -0.20611092 0.2547741 -0.151246 0.01447285 -0.46248003 -0.58929029 0.058334471 0.14878625 0.15154892 0.14878625 0.15154892 -0.11515472 0.07350915 -0.26746489 -0.35732694 -0.44176354 -0.44321656 0.10585568 0.13437756 -0.4925053 0.23711564 0.040705821 -0.44600654 0.0071101599 0.0030188546 -0.60644529 -0.068447781 0.21519449 -0.64257006 -0.22950571 -0.46632173 0.046619169 -0.41868024 -0.53832085 -0.38204423 0.0384892 0.031050958 0.053836018 0.090455348 -0.31285437 -0.50825422 -0.419981 -0.51628614
"test_set" 18 "SITTING" 0.27536438 -0.017795054 -0.10584446 -0.99660828 -0.99161806 -0.99349913 0.80272005 0.37307526 0.25819182 -0.99807152 -0.99340463 -0.99403561 0.073098281 0.019205117 0.0010014218 -0.99475198 -0.99165218 -0.99339121 -0.028078857 -0.07218197 0.083513783 -0.99839338 -0.99746694 -0.99582036 -0.096940618 -0.04170263 -0.052696722 -0.99812321 -0.99830338 -0.99666606 -0.99634501 -0.99854665 -0.99634501 -0.99854665 -0.99380447 -0.99840989 -0.99808426 -0.99771987 -0.99873226 -0.9988406 -0.99535441 -0.98874646 -0.99332965 -0.99725465 -0.99284505 -0.99322925 -0.99458696 -0.99157809 -0.99288059 -0.99542932 -0.99234212 -0.99229307 -0.99783573 -0.9974286 -0.99578909 -0.99854618 -0.99743049 -0.99610947 -0.9972523 -0.99936037 -0.99783155 -0.99829925 -0.99768506 -0.99801978 -0.99877033 -0.99864855
"train_set" 16 "WALKING_UPSTAIRS" 0.2888401 -0.023635228 -0.11318197 -0.36016566 -0.04588031 -0.19593074 0.79837055 -0.30087922 -0.41088078 -0.97935498 -0.95658332 -0.94293101 0.01173352 -0.055099449 -0.0029967699 -0.39246997 -0.39210382 -0.59133434 0.11431277 -0.1790153 -0.051222489 -0.36332429 -0.65607186 -0.17030361 -0.11372449 -0.09763552 -0.090956007 -0.66915976 -0.76558588 -0.71994877 -0.21376055 -0.27913192 -0.21376055 -0.27913192 -0.42724232 -0.38852112 -0.30669065 -0.3741981 -0.72384792 -0.78367361 -0.40918318 -0.16493417 -0.36468514 -0.3417319 -0.047367991 -0.17204242 -0.41611165 -0.40509619 -0.53881911 -0.42144936 -0.41998445 -0.64351325 -0.44545392 -0.66680121 -0.44658375 -0.35341508 -0.65195984 -0.1738382 -0.30383796 -0.37733196 -0.37188939 -0.4140213 -0.54836302 -0.37560016 -0.78644811 -0.79375724
"train_set" 26 "SITTING" 0.27715348 -0.016434366 -0.11055909 -0.99647323 -0.97873485 -0.98104262 0.96120221 -0.020047317 0.16539856 -0.99847502 -0.98822126 -0.99112565 0.075682824 0.0031950672 0.005475644 -0.99437411 -0.98907412 -0.98875806 -0.028435162 -0.075412166 0.091994539 -0.99856515 -0.98654302 -0.98863186 -0.098517431 -0.038277453 -0.055804033 -0.99765583 -0.99685369 -0.99445574 -0.98892774 -0.99083779 -0.98892774 -0.99083779 -0.99163877 -0.99250842 -0.99046282 -0.99064732 -0.99751351 -0.99717935 -0.99555353 -0.98283932 -0.98571726 -0.99689749 -0.97692186 -0.97880697 -0.99437669 -0.98801433 -0.98783004 -0.99486316 -0.99140451 -0.98807176 -0.99770035 -0.99124519 -0.98940136 -0.99887042 -0.9841195 -0.98923606 -0.98993826 -0.99196913 -0.9914822 -0.99287706 -0.99371158 -0.98996859 -0.99729394 -0.99679786
"test_set" 10 "WALKING_DOWNSTAIRS" 0.43313712 -0.023823042 0.0015021686 0.45004675 0.039943257 -0.21653151 0.94487432 0.046036163 0.050867082 -0.88297225 -0.94712657 -0.82527065 0.37311689 -0.077018264 0.018810677 0.31057619 -0.077916022 -0.39170657 0.50693676 0.045084732 0.12186816 -0.3514937 -0.37860615 -0.14869502 0.2072596 -0.26237106 -0.28915354 -0.28505714 -0.47460757 -0.3032235 0.38381583 0.20981536 0.38381583 0.20981536 0.098206652 0.11159884 -0.032348493 -0.29730752 -0.37170168 -0.52170322 0.39755942 -0.014687761 -0.25306088 0.47015414 0.0026492935 -0.25827705 0.27363666 -0.095311401 -0.31490613 0.23245932 -0.12312357 -0.46854133 -0.088927322 -0.31041156 -0.070751495 -0.43701282 -0.42917753 -0.25365714 0.22017068 0.015529875 0.22938304 -0.068227683 -0.29615227 -0.42139193 -0.46713068 -0.64288248
"train_set" 16 "STANDING" 0.27790054 -0.017920961 -0.11500356 -0.99813148 -0.98626579 -0.98859425 0.94434456 -0.18918611 -0.16827019 -0.99819913 -0.99342353 -0.98823706 0.074003362 0.01430565 -0.0049964969 -0.99728837 -0.98982695 -0.99413464 -0.027712598 -0.075243648 0.087176251 -0.99313506 -0.99469897 -0.99416106 -0.095124548 -0.041723429 -0.053735398 -0.99210705 -0.99770059 -0.99665112 -0.9932051 -0.99458609 -0.9932051 -0.99458609 -0.99506794 -0.99686439 -0.99490677 -0.99187531 -0.99715162 -0.99592519 -0.99803491 -0.98729373 -0.99025315 -0.99811596 -0.9854641 -0.9874989 -0.99724265 -0.9894672 -0.9924708 -0.99758068 -0.99104635 -0.99443054 -0.98985585 -0.99564455 -0.99464385 -0.99421499 -0.99406402 -0.99437797 -0.9954866 -0.99382159 -0.99635623 -0.99647078 -0.99313508 -0.99213029 -0.99599149 -0.99571613
"train_set" 1 "STANDING" 0.27796276 -0.015040946 -0.10639918 -0.99722941 -0.98963355 -0.99267588 0.92334149 -0.34517631 -0.043918442 -0.99906364 -0.99528869 -0.99656725 0.075779115 0.008799318 -0.0015452544 -0.9960715 -0.9900902 -0.99288586 -0.025176512 -0.072778487 0.084600136 -0.99206123 -0.99670896 -0.99432396 -0.097685823 -0.040714774 -0.054650326 -0.99487523 -0.99770923 -0.99570103 -0.99577375 -0.99736386 -0.99577375 -0.99736386 -0.99382101 -0.99728281 -0.99371543 -0.99474085 -0.99750468 -0.99733729 -0.99697205 -0.9898095 -0.99211228 -0.99728246 -0.98907074 -0.99275763 -0.99650771 -0.99068613 -0.9911999 -0.99586206 -0.98999803 -0.99316977 -0.99144443 -0.99650438 -0.99377708 -0.99219358 -0.99679546 -0.99495834 -0.99655445 -0.99771905 -0.99666249 -0.99715667 -0.99583433 -0.99462719 -0.99718192 -0.99741
"train_set" 23 "WALKING_UPSTAIRS" 0.21256773 -0.10575373 -0.152416 -0.22372127 -0.08950446 0.081879528 0.88834697 -0.16613369 -0.32474183 -0.86267194 -0.81442997 -0.81510673 0.52782016 -0.16512659 -0.31011992 -0.34784994 -0.3826633 -0.36100296 0.42807798 -0.26128107 -0.26011774 -0.66912366 -0.28830975 -0.09934611 -0.13981175 -0.13550717 0.038203993 -0.69379189 -0.4661013 -0.59624124 -0.019580381 -0.33770896 -0.019580381 -0.33770896 -0.30474408 -0.3339121 -0.14253809 -0.3269678 -0.53273368 -0.52572105 -0.16954326 -0.16650587 -0.0016410684 -0.24602564 -0.10776083 0.042501025 -0.34983392 -0.38827195 -0.29015777 -0.40548136 -0.42049201 -0.43065485 -0.61052357 -0.25395272 -0.26841504 -0.68816362 -0.31543577 -0.13276951 -0.26716109 -0.48384018 -0.26876098 -0.43166011 -0.40271438 -0.39070765 -0.50917912 -0.58295014
"test_set" 18 "LAYING" 0.27801964 -0.017597684 -0.1068787 -0.99277752 -0.99449086 -0.9913776 -0.26068724 0.91837119 0.37337826 -0.99669956 -0.99872099 -0.99314648 0.076712771 0.0088380099 -0.011155655 -0.98999395 -0.99025159 -0.9897846 -0.027130826 -0.076786066 0.087893516 -0.99865818 -0.99479641 -0.99624737 -0.097718173 -0.041865725 -0.057874692 -0.9991302 -0.99590611 -0.99547016 -0.99568141 -0.99335616 -0.99568141 -0.99335616 -0.99101516 -0.99151367 -0.99677567 -0.99779877 -0.99715153 -0.99784368 -0.9915039 -0.99212692 -0.98902944 -0.99329986 -0.99521676 -0.99294564 -0.98959235 -0.99074001 -0.98817888 -0.99140746 -0.99028703 -0.98988529 -0.99844412 -0.99489549 -0.99497226 -0.99867895 -0.99467716 -0.99711603 -0.99154051 -0.99501382 -0.99148795 -0.99009022 -0.99744056 -0.99844881 -0.99779356 -0.99767907
"test_set" 9 "LAYING" 0.20564028 -0.012136775 -0.10219495 -0.95263778 -0.92571908 -0.89787478 -0.41395477 -0.43965553 0.92344576 -0.93854699 -0.99162927 -0.98870122 0.073730655 0.026604099 0.019299854 -0.94410547 -0.95125714 -0.9216873 -0.021951544 -0.042773487 0.10830122 -0.84461233 -0.94056287 -0.94396819 -0.085763708 -0.051159805 -0.050026547 -0.7843256 -0.95102369 -0.95427241 -0.92115349 -0.93239173 -0.92115349 -0.93239173 -0.9348306 -0.93007058 -0.88261558 -0.83278419 -0.90461493 -0.8798244 -0.94866694 -0.93151364 -0.90281067 -0.95417625 -0.92636044 -0.90227611 -0.94943565 -0.95130252 -0.91609091 -0.9433417 -0.95469734 -0.92547073 -0.77794956 -0.93834564 -0.93821729 -0.86649335 -0.94231704 -0.95100186 -0.9282299 -0.94438562 -0.92790072 -0.93173659 -0.84199069 -0.85499401 -0.88838435 -0.87665265
"train_set" 6 "LAYING" 0.27830975 -0.016385293 -0.11122884 -0.98540651 -0.97540594 -0.94247708 -0.4838919 0.983605 0.089643872 -0.99102194 -0.99930137 -0.95561506 0.077257705 0.016831931 0.031473077 -0.97853736 -0.96702086 -0.9645293 -0.032405112 -0.060882982 0.080223827 -0.97191627 -0.96342846 -0.97975775 -0.095651432 -0.044724546 -0.045616461 -0.95216681 -0.96877614 -0.98041856 -0.96950442 -0.9770694 -0.96950442 -0.9770694 -0.97082845 -0.96738428 -0.96719945 -0.96146292 -0.96736856 -0.96755508 -0.98228816 -0.97145174 -0.95119403 -0.98679759 -0.97824584 -0.94110958 -0.97839647 -0.96945779 -0.96394258 -0.98064675 -0.96635666 -0.96338244 -0.95805072 -0.95949544 -0.97743248 -0.97657433 -0.96628569 -0.98233671 -0.97216721 -0.98325527 -0.96781487 -0.9653446 -0.95965811 -0.96960753 -0.96606076 -0.97166657
"train_set" 23 "STANDING" 0.25560091 -0.022307839 -0.16013078 -0.98549265 -0.96882993 -0.89049766 0.94174645 -0.11116172 -0.22225165 -0.96987155 -0.98141084 -0.84397802 0.081129477 0.0083580647 0.057177353 -0.97983236 -0.97321764 -0.97088265 -0.040613252 0.00055499155 0.057564821 -0.95050078 -0.90671353 -0.95238722 -0.074246005 -0.014631153 -0.066395167 -0.97424055 -0.96230095 -0.98046261 -0.94366323 -0.90529319 -0.94366323 -0.90529319 -0.97433675 -0.97585572 -0.91331846 -0.92512164 -0.96871662 -0.9669996 -0.98191523 -0.96721363 -0.91937111 -0.98714687 -0.97061927 -0.88323091 -0.98000319 -0.97134755 -0.96688193 -0.98143784 -0.97781644 -0.97343339 -0.95064466 -0.92648658 -0.96076893 -0.95091093 -0.89680204 -0.95397717 -0.92911535 -0.90718493 -0.97349743 -0.97811781 -0.93653976 -0.93002331 -0.96459681 -0.97238012
"train_set" 30 "WALKING_DOWNSTAIRS" 0.33268481 0.02898005 -0.12645067 0.072721096 0.0023445884 -0.10634401 0.95447712 -0.061664716 0.11086862 -0.9474231 -0.81649711 -0.88444356 0.040554378 -0.084980533 0.073305267 -0.093840881 -0.17956888 -0.36785414 0.22852096 -0.15875098 0.094165369 -0.44567688 -0.21744379 -0.15787167 0.11360596 -0.099022327 0.067785806 -0.42181035 -0.58378755 -0.36314366 0.0608478 0.14410787 0.0608478 0.14410787 -0.21091538 0.012844424 -0.11978168 -0.41042906 -0.50215102 -0.56242948 -0.085021463 -0.030967891 -0.14682373 0.12887948 -0.043391925 -0.15479816 -0.15401703 -0.23582018 -0.24850286 -0.11077999 -0.17190332 -0.49671816 -0.29143427 -0.33869622 -0.12790319 -0.49460464 -0.1565423 -0.2448632 0.079880138 0.00050328581 -0.0096410447 0.046098315 -0.44399379 -0.48846917 -0.55132444 -0.60900573
"test_set" 24 "SITTING" 0.26226744 -0.0042714976 -0.084180652 -0.99330102 -0.9687333 -0.94897315 0.90066512 0.24493754 0.16516569 -0.98211803 -0.96970473 -0.92811586 0.077157564 0.0096363419 -0.038654579 -0.99226596 -0.97603003 -0.98226707 -0.030091757 -0.075129238 0.072423516 -0.99195921 -0.98870611 -0.98242354 -0.097816582 -0.042466965 -0.044512896 -0.99154039 -0.99298767 -0.98840488 -0.96685807 -0.95911274 -0.96685807 -0.95911274 -0.98362529 -0.9878364 -0.98694466 -0.98831617 -0.99215585 -0.99451489 -0.99279054 -0.97098268 -0.9578387 -0.99342189 -0.96842643 -0.94701893 -0.99162425 -0.97597804 -0.98022334 -0.99381923 -0.97781784 -0.98274798 -0.98985824 -0.98865769 -0.98069774 -0.99256339 -0.98872345 -0.98453085 -0.9690898 -0.95903474 -0.98657177 -0.98848017 -0.99043871 -0.98859422 -0.99372107 -0.99592704
