"dataset","subject_id","activity","tBodyAcc.mean.X","tBodyAcc.mean.Y","tBodyAcc.mean.Z","tBodyAcc.std.X","tBodyAcc.std.Y","tBodyAcc.std.Z","tGravityAcc.mean.X","tGravityAcc.mean.Y","tGravityAcc.mean.Z","tGravityAcc.std.X","tGravityAcc.std.Y","tGravityAcc.std.Z","tBodyAccJerk.mean.X","tBodyAccJerk.mean.Y","tBodyAccJerk.mean.Z","tBodyAccJerk.std.X","tBodyAccJerk.std.Y","tBodyAccJerk.std.Z","tBodyGyro.mean.X","tBodyGyro.mean.Y","tBodyGyro.mean.Z","tBodyGyro.std.X","tBodyGyro.std.Y","tBodyGyro.std.Z","tBodyGyroJerk.mean.X","tBodyGyroJerk.mean.Y","tBodyGyroJerk.mean.Z","tBodyGyroJerk.std.X","tBodyGyroJerk.std.Y","tBodyGyroJerk.std.Z","tBodyAccMag.mean","tBodyAccMag.std","tGravityAccMag.mean","tGravityAccMag.std","tBodyAccJerkMag.mean","tBodyAccJerkMag.std","tBodyGyroMag.mean","tBodyGyroMag.std","tBodyGyroJerkMag.mean","tBodyGyroJerkMag.std","fBodyAcc.mean.X","fBodyAcc.mean.Y","fBodyAcc.mean.Z","fBodyAcc.std.X","fBodyAcc.std.Y","fBodyAcc.std.Z","fBodyAccJerk.mean.X","fBodyAccJerk.mean.Y","fBodyAccJerk.mean.Z","fBodyAccJerk.std.X","fBodyAccJerk.std.Y","fBodyAccJerk.std.Z","fBodyGyro.mean.X","fBodyGyro.mean.Y","fBodyGyro.mean.Z","fBodyGyro.std.X","fBodyGyro.std.Y","fBodyGyro.std.Z","fBodyAccMag.mean","fBodyAccMag.std","fBodyAccJerkMag.mean","fBodyAccJerkMag.std","fBodyGyroMag.mean","fBodyGyroMag.std","fBodyGyroJerkMag.mean","fBodyGyroJerkMag.std"
"train_set",21,"SITTING",0.29668265,0.0080887009,-0.053059176,-0.96861612,-0.90863158,-0.85556966,0.96536314,-0.0855119,-0.12062427,-0.97857136,-0.93731073,-0.84691718,0.067066534,-0.030065076,0.011712458,-0.9559605,-0.92573783,-0.96480788,0.085779528,0.19700935,-0.091129242,-0.93398318,-0.89412556,-0.88300687,-0.13619049,-0.089166677,-0.020301808,-0.96963065,-0.97459465,-0.96178778,-0.8965358,-0.92743502,-0.8965358,-0.92743502,-0.94932844,-0.95038777,-0.80263331,-0.80904825,-0.97204178,-0.97378573,-0.96355686,-0.90717163,-0.92089402,-0.97077939,-0.91417993,-0.83644719,-0.95742863,-0.92818568,-0.95813525,-0.9582414,-0.92800452,-0.97046853,-0.92502078,-0.91806578,-0.89956766,-0.93692402,-0.8822449,-0.88847735,-0.93398038,-0.9339222,-0.94844929,-0.95149548,-0.87077108,-0.80512019,-0.97335202,-0.97568937
"train_set",19,"WALKING",0.28232928,-0.082669225,-0.21588551,-0.17177933,0.20522129,-0.26928978,0.9432654,-0.24456923,0.028780554,-0.98418328,-0.92195464,-0.80455635,-0.19963577,-0.3773201,-0.22335175,-0.094241253,0.077244151,-0.40806344,0.29717125,-0.3520123,0.032401579,-0.071401679,-0.28026055,-0.29337743,0.24561388,-0.27904802,-0.13996396,-0.064808059,-0.52727482,-0.42043622,-0.037795717,-0.13999372,-0.037795717,-0.13999372,-0.029313177,-0.24932361,-0.0097072116,-0.011422839,-0.37094658,-0.46435272,-0.08980871,0.2622022,-0.26382963,-0.20635797,0.096727654,-0.33208234,-0.14087886,0.035642591,-0.3634942,-0.12525082,0.050256523,-0.44977615,0.17466193,-0.28487007,-0.23394206,-0.14949623,-0.2824708,-0.37854138,-0.07798107,-0.31045849,-0.20248579,-0.31761142,-0.056883042,-0.150198,-0.42966433,-0.5534313
"train_set",25,"WALKING",0.29394596,-0.018341179,-0.11991614,-0.62719763,-0.21656585,-0.42476369,0.96802627,-0.14622349,0.081511648,-0.98490138,-0.96141388,-0.97255173,0.15332792,0.027729012,-0.11046063,-0.64863722,-0.42287512,-0.66072291,-0.031551004,-0.1081906,0.064212897,-0.45697806,-0.62164255,-0.62337848,-0.06868645,-0.0088857972,-0.10233485,-0.54183598,-0.81140191,-0.71695829,-0.43413787,-0.60283535,-0.43413787,-0.60283535,-0.5751988,-0.54205615,-0.45156255,-0.55456448,-0.70525031,-0.77846082,-0.62627557,-0.30808858,-0.52256219,-0.62742501,-0.22037682,-0.41777186,-0.64699012,-0.45841585,-0.651174,-0.68290048,-0.42192531,-0.66806598,-0.48087895,-0.71637383,-0.63072933,-0.45808676,-0.57595526,-0.65527555,-0.61400824,-0.65760637,-0.56706209,-0.51387326,-0.60568508,-0.59601261,-0.80413537,-0.76301298
"test_set",18,"STANDING",0.27674681,-0.017496854,-0.11753607,-0.99561107,-0.98154092,-0.97596913,0.92287774,-0.23362986,-0.21619913,-0.99719609,-0.99174554,-0.97598289,0.080357554,0.014373124,0.0018990543,-0.99279302,-0.98917491,-0.99179835,-0.029170087,-0.070933779,0.084266356,-0.99401745,-0.98945345,-0.99151035,-0.092849848,-0.037773421,-0.055913942,-0.99412203,-0.99392962,-0.99405343,-0.98569284,-0.99170142,-0.98569284,-0.99170142,-0.99233465,-0.99441415,-0.99133408,-0.99209288,-0.99496477,-0.99490054,-0.99365701,-0.98459859,-0.98787319,-0.99667473,-0.98003919,-0.97066894,-0.99204235,-0.98843747,-0.99047857,-0.99445619,-0.99100305,-0.99160772,-0.99180033,-0.99099635,-0.99179043,-0.99469547,-0.98851523,-0.99203828,-0.99169145,-0.99201659,-0.99318156,-0.99519048,-0.99223647,-0.99319789,-0.99444523,-0.99562486
"train_set",1,"WALKING_UPSTAIRS",0.34408292,-0.019665159,-0.14195199,-0.36118484,0.019695865,-0.10072484,0.89521737,-0.355796,-0.053499951,-0.96491486,-0.97201836,-0.94033876,0.039049,0.028465391,-0.036251822,-0.42760933,-0.40759102,-0.69528985,0.12339394,-0.20900097,0.024990325,-0.23879635,0.083457815,-0.34269519,-0.3288703,0.18525532,0.078780625,-0.6184621,-0.59734456,-0.55648319,-0.13258213,-0.42796573,-0.13258213,-0.42796573,-0.4488861,-0.51308598,0.015006792,0.0012099526,-0.58231597,-0.6500912,-0.39958823,-0.22276461,-0.451622,-0.3465611,0.065163891,-0.012332467,-0.45553312,-0.43978128,-0.67657755,-0.4488075,-0.41149609,-0.71165447,-0.32453383,-0.25944421,-0.2989004,-0.22944781,0.24169133,-0.41772985,-0.44426029,-0.50732136,-0.46382681,-0.58657257,-0.31868009,0.017625572,-0.63934962,-0.68974531
"train_set",14,"LAYING",0.28154442,-0.018855795,-0.10567726,-0.98041338,-0.96533156,-0.97751427,-0.22927431,0.48665376,0.85953447,-0.97749005,-0.99171413,-0.99435872,0.067532602,-0.0032758855,0.015325868,-0.99163497,-0.98606376,-0.98517224,-0.033842368,-0.058263182,0.07394242,-0.98110179,-0.98482185,-0.99547538,-0.095578608,-0.042615302,-0.05163806,-0.98802945,-0.99295668,-0.99593989,-0.97678815,-0.98439662,-0.97678815,-0.98439662,-0.98753272,-0.9916622,-0.98231225,-0.97669785,-0.99336713,-0.99245797,-0.98524817,-0.97667552,-0.9788066,-0.97841665,-0.96129347,-0.97756307,-0.99180951,-0.98510003,-0.98239669,-0.99215379,-0.98844115,-0.98658269,-0.98101321,-0.98838618,-0.99464785,-0.98120259,-0.98287175,-0.99615745,-0.98602368,-0.98469175,-0.99097862,-0.99134647,-0.98441155,-0.97565317,-0.99225028,-0.99290895
"train_set",21,"WALKING_DOWNSTAIRS",0.23966121,0.025556626,-0.12246159,0.18562353,0.30358683,0.079830942,0.87319545,-0.35997326,-0.20338649,-0.94445973,-0.95036102,-0.98061872,-0.25172722,-0.039553199,0.25425066,-0.025298157,-0.094182312,-0.076706734,-0.28756631,0.10593213,0.26703017,-0.33685801,-0.3202408,-0.26829282,0.1223267,0.28244737,-0.036314105,-0.50102582,-0.51017184,-0.42198127,0.24079443,0.27016165,0.24079443,0.27016165,-0.056124041,0.16681082,-0.14488947,-0.33724237,-0.48229761,-0.55362397,0.10192642,0.15047906,0.11020299,0.21702394,0.29680608,-0.02777437,-0.045111989,-0.122083,0.011299082,-0.091986121,-0.12534838,-0.16229382,-0.27379579,-0.2716851,-0.15042034,-0.36029231,-0.35686064,-0.37828438,0.26450472,0.075497328,0.25087606,0.040814532,-0.40153061,-0.40676957,-0.51962568,-0.62477919
"test_set",12,"WALKING_DOWNSTAIRS",0.25547623,-0.030445042,-0.086748805,0.1180382,0.45475511,-0.51671675,0.93449345,-0.22305214,-0.038750958,-0.93943586,-0.9081435,-0.90476979,0.30283772,-0.30957704,0.2321719,0.24303832,0.26879068,-0.59373297,0.38802633,-0.21239765,0.059019139,-0.29247006,-0.45104328,-0.37703972,0.18251398,-0.21146399,-0.13123192,-0.17257085,-0.49678028,-0.34791012,0.16431253,0.10021461,0.16431253,0.10021461,0.071195883,0.19855196,-0.13218178,-0.33721116,-0.36724452,-0.49560392,0.16267216,0.45682784,-0.4852981,0.09994404,0.36115401,-0.57636287,0.23355666,0.18719256,-0.54821259,0.13985425,0.27452965,-0.63797994,-0.092387543,-0.41131941,-0.27042498,-0.35596991,-0.48097023,-0.47323973,0.21869124,-0.14403201,0.26317952,0.10267189,-0.41854543,-0.39560389,-0.48104421,-0.55023726
"test_set",4,"SITTING",0.28118107,-0.012872911,-0.12324029,-0.99262556,-0.96934488,-0.96790157,0.96614449,-7.4969084e-05,0.11647233,-0.99854221,-0.98729698,-0.98889254,0.075153536,0.0055867272,-0.019262409,-0.98353974,-0.96293344,-0.97533398,-0.017396483,-0.086478745,0.10321183,-0.98256861,-0.98172056,-0.98637979,-0.09751903,-0.039199623,-0.059964042,-0.96568743,-0.98865736,-0.9812775,-0.977008,-0.98378279,-0.977008,-0.98378279,-0.97539109,-0.97489055,-0.9775213,-0.98097768,-0.98291818,-0.97971856,-0.99012391,-0.9654223,-0.96874431,-0.99388322,-0.97251491,-0.96903072,-0.98445095,-0.96446044,-0.9715514,-0.98392946,-0.9636488,-0.97771982,-0.97292332,-0.98273188,-0.98029848,-0.9859023,-0.98113095,-0.99035999,-0.97879305,-0.98939291,-0.97817103,-0.9691388,-0.98062676,-0.98443688,-0.98135175,-0.97859176
"train_set",19,"WALKING_UPSTAIRS",-0.061041328,-0.10820038,-0.30973836,-0.16430662,0.42093358,0.090733989,0.77117577,-0.38407738,-0.39979238,-0.64089303,-0.82535343,-0.44317503,-0.20437363,0.59509752,0.61875631,-0.087649655,0.15818886,-0.36362167,0.40226842,-0.29150438,-0.31281557,-0.46730757,0.041886902,-0.027907155,-0.15622442,-0.18036634,-0.33103723,-0.03836461,-0.25194295,-0.27466511,0.1346603,-0.044096785,0.1346603,-0.044096785,0.0055972848,-0.19486018,0.097508237,-0.21402082,-0.16383045,-0.35150236,-0.12445435,0.50678436,0.026905308,-0.18049125,0.28176686,0.039721207,-0.11915575,0.15212203,-0.27425064,-0.13559856,0.081499771,-0.45467196,-0.13642354,-0.0036067544,0.012124982,-0.58596545,0.061664457,-0.13021443,0.040278329,-0.24365964,-0.069974099,-0.39326683,-0.15493224,-0.40251447,-0.3347641,-0.42037286
"test_set",12,"STANDING",0.27650506,-0.023945661,-0.10202508,-0.99614521,-0.96062405,-0.98583043,0.96253211,-0.2185875,0.0064898777,-0.99837563,-0.99251637,-0.99196459,0.076755542,0.01322688,0.0041188277,-0.994926,-0.98332987,-0.98974388,-0.033183873,-0.07021575,0.0838453,-0.98195817,-0.99309085,-0.98545335,-0.10562617,-0.037737519,-0.045965879,-0.99054532,-0.99648701,-0.99098571,-0.98229626,-0.9855591,-0.98229626,-0.9855591,-0.99063047,-0.99201048,-0.98375572,-0.98646343,-0.99430718,-0.99589332,-0.99551076,-0.97101168,-0.98615363,-0.99638652,-0.95717259,-0.9858327,-0.9950997,-0.98211973,-0.9877141,-0.99514345,-0.98626145,-0.99036257,-0.97980615,-0.99363342,-0.98437488,-0.98260108,-0.99270214,-0.98704119,-0.98700916,-0.98578644,-0.99170102,-0.99098241,-0.98892654,-0.98683605,-0.9957315,-0.99605693
"train_set",17,"WALKING",0.30096073,-0.019357637,-0.11692568,-0.36588203,0.040673694,-0.1721427,0.93565567,-0.073552997,-0.23688532,-0.9739231,-0.97057037,-0.95748028,0.14842352,0.09213093,0.038475934,-0.4034014,0.032277335,-0.48497133,-0.029694794,-0.0649202,0.092245491,-0.59730047,-0.32924474,-0.41221346,-0.25098858,0.22451744,-0.13106366,-0.46461593,-0.3318265,-0.54171998,-0.14306131,-0.46911661,-0.14306131,-0.46911661,-0.25608306,-0.27695275,-0.33256032,-0.59343652,-0.39404707,-0.39231704,-0.38701124,-0.043358098,-0.33101771,-0.35764133,0.017729151,-0.1542928,-0.4185812,-0.14327907,-0.49290973,-0.44069155,0.14676859,-0.47655293,-0.48084253,-0.29708869,-0.44601493,-0.63424394,-0.35460669,-0.45515342,-0.40263413,-0.59246605,-0.34736097,-0.2001375,-0.49875709,-0.76310652,-0.48156889,-0.33182316
"train_set",26,"SITTING",0.27522634,-0.015737685,-0.10715109,-0.99276449,-0.99138929,-0.98738569,0.40158922,0.54413109,0.5696812,-0.99516434,-0.99712789,-0.99476104,0.073626284,0.010753123,-0.0045999317,-0.99373975,-0.9902198,-0.98993801,-0.02677956,-0.061004636,0.074953513,-0.99784302,-0.98562254,-0.99714433,-0.098463909,-0.041963618,-0.055684086,-0.99798585,-0.9945509,-0.9972692,-0.99241348,-0.99640957,-0.99241348,-0.99640957,-0.99219141,-0.99350547,-0.9891799,-0.99114759,-0.99654365,-0.99672563,-0.99299892,-0.99089922,-0.98897967,-0.99251583,-0.99109037,-0.98643083,-0.99404601,-0.99056864,-0.9892207,-0.99390297,-0.9904397,-0.98903237,-0.99752983,-0.98988639,-0.99694546,-0.9978828,-0.98336631,-0.99741045,-0.99594372,-0.99649033,-0.99372356,-0.9914128,-0.99252124,-0.99145557,-0.99663264,-0.99672094
"test_set",4,"SITTING",0.28155688,-0.014095673,-0.11981253,-0.99218446,-0.98562107,-0.96270668,0.85429323,0.27996767,0.2319046,-0.98597679,-0.98940451,-0.9876209,0.075527127,0.0074165071,-0.0087036112,-0.99396748,-0.98568805,-0.99031264,-0.028813253,-0.11091305,0.19274275,-0.99344132,-0.98361713,-0.96083965,-0.09641022,-0.030511734,-0.083603658,-0.99374911,-0.99592065,-0.99332238,-0.98141591,-0.97901343,-0.98141591,-0.97901343,-0.99115036,-0.99308356,-0.94853669,-0.97083571,-0.99551408,-0.9964687,-0.99385229,-0.98326393,-0.9800092,-0.99132176,-0.9868267,-0.955984,-0.99404081,-0.9842003,-0.98847214,-0.99440113,-0.98890789,-0.99071457,-0.9924652,-0.9877034,-0.96097452,-0.99367802,-0.98141725,-0.96418898,-0.98502603,-0.97775144,-0.99280157,-0.99211862,-0.97512512,-0.97264345,-0.99680946,-0.99581612
"train_set",11,"LAYING",0.27881018,-0.016664493,-0.10952563,-0.9953436,-0.99281194,-0.99308888,-0.12969348,0.93598127,0.16802624,-0.99825647,-0.99924441,-0.9983564,0.078305617,0.0076284774,0.0016513682,-0.99379369,-0.99166615,-0.99228491,-0.028223546,-0.073673805,0.087807622,-0.99701355,-0.99880108,-0.99606865,-0.10022699,-0.039518135,-0.053178433,-0.99737889,-0.99835353,-0.99522702,-0.99700965,-0.99489695,-0.99700965,-0.99489695,-0.99389991,-0.99433529,-0.99791443,-0.99870728,-0.99800965,-0.99912154,-0.99473192,-0.99133847,-0.99353555,-0.99555231,-0.99302482,-0.99241887,-0.99427388,-0.99189755,-0.99244082,-0.99374192,-0.99193609,-0.99046276,-0.99618742,-0.99850389,-0.9948117,-0.99722937,-0.99897516,-0.99693632,-0.99467605,-0.99496079,-0.99379529,-0.99386278,-0.99890084,-0.99862545,-0.99908256,-0.99890516
"test_set",18,"SITTING",0.27935397,-0.016447947,-0.10127196,-0.99532044,-0.98925397,-0.98765348,0.97566713,-0.078214262,-0.040454118,-0.99759538,-0.99792731,-0.98702656,0.076129599,0.0087861554,0.0073417448,-0.99069518,-0.98779932,-0.99019666,-0.021868322,-0.083329993,0.10073559,-0.99659039,-0.9936728,-0.99197881,-0.10079805,-0.040261768,-0.056615771,-0.99651451,-0.9960719,-0.994438,-0.99312515,-0.99229229,-0.99312515,-0.99229229,-0.99080176,-0.99171852,-0.99103029,-0.9925391,-0.99650066,-0.99749151,-0.99415293,-0.98811664,-0.98749191,-0.99585298,-0.98947427,-0.98784066,-0.9912799,-0.98764009,-0.98833804,-0.99080462,-0.98887931,-0.99061713,-0.99540783,-0.99449583,-0.99181359,-0.99693354,-0.99311382,-0.99264192,-0.99080463,-0.99375757,-0.98992063,-0.99361542,-0.99412998,-0.99245868,-0.997314,-0.99757908
"test_set",18,"STANDING",0.28458557,0.0095601981,-0.12746582,-0.9871776,-0.90708902,-0.86925334,0.96504098,-0.1623538,0.091045502,-0.9966346,-0.96180829,-0.96686051,0.079399262,0.020159255,-0.019064349,-0.99073127,-0.96677189,-0.98322371,-0.02282805,-0.085543033,0.091850295,-0.90154354,-0.96208,-0.93213707,-0.04478506,-0.038474039,-0.049716452,-0.96451496,-0.98414244,-0.98238635,-0.92437248,-0.90465567,-0.92437248,-0.90465567,-0.98152315,-0.98268286,-0.91996449,-0.89739061,-0.97893083,-0.98090083,-0.98827756,-0.93461621,-0.94213854,-0.98654411,-0.8996888,-0.84770643,-0.99078858,-0.96584366,-0.97915042,-0.99147972,-0.97043345,-0.98622756,-0.89228715,-0.97170624,-0.95642717,-0.90488191,-0.95721997,-0.93160888,-0.94746226,-0.90003062,-0.98411861,-0.9791575,-0.92940465,-0.89553657,-0.98120919,-0.98139644
"test_set",13,"WALKING_DOWNSTAIRS",0.26160157,-0.0096823471,-0.090156756,0.17051921,0.047676726,-0.26815271,0.94903833,-0.22862563,0.050382413,-0.97873393,-0.93931228,-0.93456997,0.56472172,-0.5667419,-0.42192057,0.15843766,-0.14646008,-0.40318446,0.42682101,-0.47587575,0.13352715,-0.36780052,-0.36447505,-0.33782333,0.075777971,-0.014985867,0.20959692,-0.25771352,-0.50914438,-0.37612585,0.14058571,0.089619504,0.14058571,0.089619504,-0.039082538,0.081415272,-0.11978545,-0.23743647,-0.42392924,-0.47483938,0.15089282,0.095248912,-0.21295517,0.17818439,-0.045279384,-0.3643058,0.122678,-0.20754399,-0.35066228,0.092842884,-0.13565128,-0.45325595,-0.1527143,-0.3597317,-0.20847033,-0.43662698,-0.37189892,-0.44676283,0.15427696,-0.11817911,0.13303664,0.0039367852,-0.28819596,-0.33329076,-0.45945444,-0.53368431
"train_set",28,"STANDING",0.27589859,-0.021851213,-0.10334702,-0.99391154,-0.96913581,-0.97703499,0.94943822,-0.25158532,-0.054352349,-0.99722255,-0.98862865,-0.99316242,0.078229565,0.013608704,-0.012340389,-0.99043083,-0.98156382,-0.98963394,-0.0034292632,-0.068474786,0.093259931,-0.96051202,-0.97635184,-0.97848743,-0.12382681,-0.043301717,-0.05909738,-0.98587067,-0.98929399,-0.9865156,-0.98235832,-0.98927691,-0.98235832,-0.98927691,-0.98877286,-0.9898563,-0.95925695,-0.95738602,-0.98808196,-0.99161204,-0.99207653,-0.97615929,-0.98253391,-0.9948022,-0.96660375,-0.97467056,-0.99019098,-0.98225948,-0.9867545,-0.99158995,-0.9819664,-0.99133721,-0.95691299,-0.97945833,-0.97774952,-0.96174505,-0.97462508,-0.98055614,-0.98921914,-0.98996337,-0.98762662,-0.99241871,-0.97689568,-0.95367761,-0.9905944,-0.99354038
"test_set",12,"WALKING_DOWNSTAIRS",0.43623621,-0.080076821,-0.18267226,0.047055808,-0.06470551,-0.2798078,0.95115903,-0.13290541,-0.064104359,-0.98482069,-0.96464529,-0.87836242,-0.054184145,0.25204861,0.24563017,0.061278209,-0.17476712,-0.40800219,0.19833894,-0.27719208,0.17904199,-0.60060984,-0.45067073,-0.36141523,0.01038632,0.052267961,0.23053632,-0.39231496,-0.47357109,-0.46309168,-0.038112227,0.22917824,-0.038112227,0.22917824,-0.11088303,0.035633736,-0.36380985,-0.48415897,-0.44545558,-0.5053697,0.081098908,-0.068950217,-0.23016005,0.033333525,-0.12146607,-0.37113641,0.07775162,-0.17874176,-0.33946393,-0.056015815,-0.22968596,-0.47566603,-0.37246195,-0.33880015,-0.2469787,-0.68034697,-0.5369936,-0.46212931,0.30535215,-0.0073123884,0.043792576,0.022990874,-0.41949261,-0.63356385,-0.46082852,-0.60632043
"train_set",7,"SITTING",0.27311168,-0.031249432,-0.077885804,-0.96579906,-0.67800804,-0.74969336,0.97344122,-0.041034723,0.080023876,-0.98568062,-0.93845317,-0.88924664,0.078126823,0.063285915,-0.024266267,-0.96547385,-0.90549154,-0.95335079,-0.065177566,-0.052618949,0.043417002,-0.49306106,-0.83430256,-0.83072063,-0.18845866,-0.010441587,-0.11850756,-0.85360647,-0.96199727,-0.95303917,-0.81431502,-0.8182935,-0.81431502,-0.8182935,-0.94310891,-0.93934254,-0.60024514,-0.51306698,-0.93096434,-0.91903712,-0.96250237,-0.78054646,-0.87134344,-0.96707813,-0.65354528,-0.71595307,-0.96642386,-0.9080328,-0.94280719,-0.96747767,-0.90911693,-0.96363541,-0.62419653,-0.89536865,-0.85765762,-0.47329076,-0.80678284,-0.83796817,-0.87991728,-0.81800987,-0.9401017,-0.93707733,-0.71547316,-0.4858598,-0.93486767,-0.90662306
"train_set",27,"LAYING",0.27436079,-0.01751737,-0.10690926,-0.99351659,-0.99456036,-0.9921852,-0.55393955,0.56014169,0.84934223,-0.99778972,-0.9983811,-0.99706709,0.072557362,0.0087047494,-0.0039404147,-0.99320869,-0.99009062,-0.9892778,-0.026969926,-0.074745395,0.086290917,-0.99696567,-0.9980675,-0.99646945,-0.099904776,-0.040178225,-0.052294198,-0.99598466,-0.99826065,-0.99642692,-0.99540507,-0.99708113,-0.99540507,-0.99708113,-0.99166461,-0.99298639,-0.99790874,-0.99800692,-0.99795771,-0.99875049,-0.99332101,-0.99158525,-0.9898287,-0.9934798,-0.99573846,-0.99371289,-0.99358184,-0.98993535,-0.98688259,-0.99333923,-0.99100737,-0.99033586,-0.99635262,-0.99813466,-0.99583083,-0.99710068,-0.99795394,-0.99699422,-0.99609833,-0.99759805,-0.99366879,-0.99044345,-0.99800367,-0.99823999,-0.9985638,-0.99882725
"train_set",25,"LAYING",0.28308142,-0.0043834849,-0.075135148,-0.99181993,-0.95669116,-0.91972448,-0.11550367,0.85089642,-0.45554755,-0.99641561,-0.9796956,-0.94019614,0.073813375,0.040652687,0.093344897,-0.99112899,-0.98555421,-0.9840799,-0.16135918,-0.052973679,0.082091041,-0.90494739,-0.97800735,-0.96566156,-0.14470512,-0.042900112,-0.066743056,-0.97510641,-0.9862568,-0.9809574,-0.96808984,-0.9097911,-0.96808984,-0.9097911,-0.98981297,-0.98196733,-0.85921483,-0.84330082,-0.98831726,-0.97582165,-0.99049932,-0.95857835,-0.92571747,-0.9923484,-0.95733153,-0.92168922,-0.99077515,-0.9852723,-0.97962528,-0.99237878,-0.98697158,-0.98764238,-0.90549182,-0.9771021,-0.96430201,-0.90581782,-0.97866108,-0.96910858,-0.91729461,-0.91851823,-0.98120618,-0.98156782,-0.90419886,-0.83567512,-0.98117383,-0.97100616
"train_set",5,"SITTING",0.27407041,0.0019628469,-0.11901616,-0.97595589,-0.90798663,-0.93833,0.95844465,0.051647443,0.13307862,-0.99249472,-0.96937372,-0.98928134,0.081707237,-0.020391714,-0.027762863,-0.96033863,-0.91614733,-0.95828814,-0.016051348,-0.080981898,0.12436209,-0.98019096,-0.94882169,-0.90336578,-0.098607474,-0.042378921,-0.040815113,-0.95748944,-0.95022096,-0.90259253,-0.94700168,-0.93301561,-0.94700168,-0.93301561,-0.94785902,-0.94095438,-0.94271984,-0.935175,-0.94664637,-0.93987936,-0.96944756,-0.90432702,-0.94532737,-0.97904793,-0.9148269,-0.93823184,-0.96299145,-0.92126019,-0.95444591,-0.96091967,-0.91593186,-0.9604876,-0.96706121,-0.94589859,-0.88175383,-0.98500624,-0.95100507,-0.92041499,-0.93312599,-0.94222824,-0.94205732,-0.93818542,-0.93670405,-0.9451464,-0.94102478,-0.94219881
"train_set",19,"SITTING",0.29228038,-0.018684163,-0.11042389,-0.98090759,-0.97999064,-0.97498895,0.3543375,0.42993336,0.70035462,-0.9846644,-0.99737664,-0.99070755,0.07439245,0.019028761,-0.0086646755,-0.98355763,-0.981868,-0.98277337,-0.02091217,-0.074287873,0.083292768,-0.9892574,-0.97942096,-0.97912513,-0.096266358,-0.044683274,-0.038589708,-0.98861804,-0.99055972,-0.98033574,-0.98033375,-0.9800146,-0.98033375,-0.9800146,-0.98328056,-0.98451938,-0.98220445,-0.97827106,-0.98975588,-0.98794165,-0.98098424,-0.97783474,-0.97827348,-0.98070254,-0.9814057,-0.97403151,-0.98172587,-0.9815221,-0.97937838,-0.98754907,-0.98363834,-0.98486722,-0.98635661,-0.98251656,-0.9715259,-0.99011507,-0.97769329,-0.98423958,-0.98062958,-0.98161087,-0.98155626,-0.98793942,-0.97926018,-0.98111561,-0.98778243,-0.98860761
"test_set",4,"STANDING",0.27380433,-0.012208646,-0.097438815,-0.9900134,-0.94624269,-0.96838369,0.95395879,-0.10702723,0.18303603,-0.99532655,-0.98497247,-0.97602749,0.069757848,-1.0125153e-05,-0.0011790481,-0.98269408,-0.96225617,-0.97814034,-0.04947033,-0.081329606,0.089766197,-0.93885602,-0.95869658,-0.95232683,-0.15805267,-0.051890015,-0.05332808,-0.96417049,-0.98534806,-0.97811523,-0.97325483,-0.96909042,-0.97325483,-0.96909042,-0.97545751,-0.97731985,-0.94494702,-0.9197423,-0.97835791,-0.98171069,-0.98588034,-0.95104581,-0.97144408,-0.99221871,-0.94608797,-0.96810175,-0.98327382,-0.96232208,-0.97598424,-0.98354663,-0.9648893,-0.97869468,-0.91810641,-0.96819478,-0.96006941,-0.94543352,-0.95385246,-0.95409998,-0.97279962,-0.97057365,-0.97336692,-0.98191598,-0.93059683,-0.92588154,-0.98078733,-0.98397963
"train_set",30,"LAYING",0.27610435,-0.01802924,-0.10534606,-0.99720275,-0.99627386,-0.99077584,-0.23052605,0.73085636,0.67445759,-0.99657379,-0.99645196,-0.99333785,0.07864962,0.014755117,-0.0066276933,-0.99624934,-0.99540563,-0.99168732,-0.026326249,-0.071153531,0.084119403,-0.99806112,-0.99550748,-0.99724721,-0.096879845,-0.043256415,-0.055261163,-0.99951573,-0.9982287,-0.9976041,-0.99699124,-0.99660504,-0.99699124,-0.99660504,-0.99486102,-0.99659111,-0.9970865,-0.99760614,-0.99922153,-0.9991876,-0.99685238,-0.99481469,-0.99038394,-0.99730856,-0.99627789,-0.99087899,-0.99657724,-0.99525741,-0.99068918,-0.99615567,-0.99593859,-0.99111856,-0.99800059,-0.99615611,-0.99712575,-0.99801276,-0.99503787,-0.9974697,-0.99538083,-0.99742181,-0.99608137,-0.99604555,-0.99822215,-0.99735075,-0.99900166,-0.99923239
